"","StoreNumber","dayOfTheYear","X3HourBucket","GrossSoldQuantity","Cash.Credit.Site","EBT.Site","Loyalty.Site","ExtraMile.Site","CoBrand","Alcohol","Carwash","Food.Service","City","State","dayOfTheWeek"
"1",1000,1,1,3,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",1
"2",1000,1,2,5,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",1
"3",1000,1,3,6,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",1
"4",1000,1,4,3,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",1
"5",1000,2,1,13,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",2
"6",1000,2,2,31,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",2
"7",1000,2,3,63,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",2
"8",1000,2,4,47,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",2
"9",1000,3,1,10,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",3
"10",1000,3,2,27,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",3
"11",1000,3,3,48,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",3
"12",1000,3,4,35,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",3
"13",1000,4,1,7,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",4
"14",1000,4,2,49,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",4
"15",1000,4,3,71,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",4
"16",1000,4,4,25,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",4
"17",1000,5,1,7,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",5
"18",1000,5,2,5,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",5
"19",1000,5,3,11,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",5
"20",1000,5,4,7,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",5
"21",1000,6,1,6,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",6
"22",1000,6,2,10,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",6
"23",1000,6,3,9,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",6
"24",1000,6,4,6,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",6
"25",1000,7,1,1,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",0
"26",1000,7,2,1,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",0
"27",1000,7,3,2,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",0
"28",1000,7,4,5,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",0
"29",1000,8,1,3,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",1
"30",1000,8,2,5,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",1
"31",1000,8,3,1,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",1
"32",1000,8,4,3,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",1
"33",1000,9,1,16,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",2
"34",1000,9,2,32,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",2
"35",1000,9,3,48,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",2
"36",1000,9,4,39,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",2
"37",1000,10,1,13,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",3
"38",1000,10,2,44,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",3
"39",1000,10,3,49,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",3
"40",1000,10,4,27,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",3
"41",1000,11,1,14,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",4
"42",1000,11,2,20,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",4
"43",1000,11,3,39,FALSE,TRUE,TRUE,TRUE,"No",TRUE,FALSE,TRUE,"HOUSTON","TX",4
